Robin_public_Carolina,Robin_lodging_Dorthy,Robin_education_Zenia,Robin_office_Dina,Robin_education_Derick,Robin_education_Della,Robin_education_Leslie,Robin_office_Sammie,Robin_education_Mercedes,Robin_education_Julius,Robin_education_Lashandra,Robin_education_Lizbeth,Robin_office_Gayle,Robin_office_Shirlene,Robin_education_Madeline,Robin_lodging_Phillip,Robin_education_Jasper,Robin_office_Wai,Robin_education_Terrance,Robin_lodging_Elmer,Robin_office_Addie,Robin_education_Cecilia,Robin_education_Kiera,Robin_lodging_Pricilla,Robin_education_So,Robin_office_Maryann,Robin_office_Serena,Robin_education_Derrick,Robin_education_Megan,Robin_office_Adolph,Robin_office_Lindsay,Robin_education_Takako,Robin_lodging_Oliva,Robin_office_Victor,Robin_education_Margarito,Robin_public_Cami,Robin_education_Kristopher,Robin_education_Billi,Robin_lodging_Celia,Robin_office_Donald,Robin_assembly_Colleen,Robin_office_Soledad,Robin_education_Audrea,Robin_office_Saul,Robin_lodging_Donna,Robin_office_Antonina,Robin_office_Erma,Robin_office_Zelma,Robin_lodging_Renea,Robin_lodging_Armand,Robin_education_Karyl,Robin_lodging_Janie,Shrew_office_Sherill,Shrew_office_Rose,Shrew_office_Nora,Shrew_office_Katherine,Shrew_office_Ila,Shrew_office_Doug,Shrew_office_Doris,Shrew_office_Lin,Shrew_office_Kenneth,Mouse_health_Buddy,Mouse_health_Modesto,Mouse_lodging_Vicente,Mouse_health_Justin,Mouse_health_Ileana,Mouse_health_Estela,Mouse_science_Micheal
165.5,41.3,134.5,32.5,559.0,0.7492,767.5,88.75,240.859,331.4,353.0,112.2,67.5,33.5,367.5,68.3,149.2,132.0,287.7,143.0,15.2,46.5,68.375,99.4,533.0,243.4,38.4,436.81300000000016,245.5,21.687,70.625,150.1,90.1,45.5,507.0,84.5,101.9,33.3,64.0,174.5,68.0,13.844,281.812,21.1,28.875,403.7,13.3,138.5755,98.7,49.688,23.1287,232.4,246.0,7.9,147.3,48.1,126.4,75.4,175.0,365.6,34.5,17.6449,769.172,40.0,644.404,74.0,362.0,336.4486
155.875,39.1,128.25,28.5,500.5,0.7492,740.75,83.75,220.344,313.4,346.0,111.6,62.5,31.5,356.25,69.0,148.2,123.6,261.5,131.8,15.3,46.5,57.625,104.1,498.5,236.3,37.7,410.187,239.0,20.625,65.5,144.3,82.0,37.5,499.0,80.5,91.9,30.6,63.7,164.0,57.75,14.5,298.5,20.8,28.5,387.0,13.4,135.0755,96.2,45.812,20.7537,226.537,241.0,6.8,107.1,45.5,128.9,71.0,171.5,347.6,37.5,17.6449,748.775,50.0,622.798,56.0,345.0,336.4486
141.625,34.2,123.75,27.0,493.0,0.7492,722.75,87.25,212.25,301.6,346.0,103.2,41.0,31.0,340.75,62.2,145.7,122.1,254.7,125.9,15.0,41.0,54.875,97.1,491.625,233.8,36.6,397.56300000000016,229.0,17.188,56.375,136.0,87.7,35.5,495.0,81.5,90.7,33.5,59.9,153.75,43.5,18.906,279.625,21.2,23.125,368.2,13.4,134.5755,94.6,41.438,20.8787,227.638,224.0,6.7,107.6,45.4,129.7,69.4,159.8,324.3,37.7,17.6449,730.238,30.0,624.538,51.0,343.0,336.4486
131.438,31.5,116.5,27.5,481.0,0.7492,722.5,48.0,218.766,284.8,335.0,110.4,39.25,27.0,333.0,62.4,142.6,102.8,256.4,113.2,14.9,39.0,54.375,87.7,474.25,219.4,31.8,383.06300000000016,211.0,18.313,59.5,135.3,87.8,35.5,483.0,79.0,106.1,33.5,55.5,142.0,31.75,8.75,276.688,19.4,24.75,356.8,12.0,130.5755,90.3,39.85,21.4417,206.576,226.5,8.4,107.3,44.5,128.0,67.8,159.1,323.0,33.8,17.6449,723.4475,30.0,617.951,50.0,306.0,336.4486
131.562,27.4,117.25,26.5,472.0,0.7492,709.0,83.75,208.656,302.0,336.0,101.2,38.5,22.5,330.625,61.9,143.1,103.4,262.1,99.2,15.8,35.0,51.0,83.7,478.125,226.7,35.8,392.25,221.0,17.437,57.125,137.7,79.7,33.5,475.0,74.75,104.6,33.8,47.1,150.75,30.75,10.625,271.75,21.4,22.5,356.6,13.0,131.0755,88.5,38.875,22.1287,224.3,232.5,9.5,108.1,45.6,129.8,67.8,153.6,323.0,37.3,17.6449,723.931,30.0,606.419,49.0,318.0,336.4486
128.063,20.7,118.25,26.5,447.5,0.7492,707.25,61.75,208.156,312.2,334.0,101.2,35.75,21.5,325.875,54.4,143.5,103.9,241.4,85.1,15.4,35.5,49.25,70.6,482.5,226.6,35.9,388.0,218.5,17.188,54.875,138.6,69.6,33.0,473.0,77.25,104.4,30.5,41.8,149.0,28.75,10.813,268.563,21.7,18.75,355.2,13.1,130.5755,80.9,34.5,22.3787,216.687,234.0,7.8,107.8,49.0,125.7,68.5,156.7,327.2,38.7,17.6449,725.209,30.0,612.683,48.0,315.0,336.4486
130.688,17.1,118.25,27.5,478.0,0.7492,695.0,73.0,202.664,310.8,325.0,97.4,38.5,23.0,327.25,50.7,143.3,104.3,243.5,76.5,15.7,38.5,47.0,60.1,486.375,227.8,35.9,381.18800000000016,205.5,18.062,55.625,138.6,67.9,32.5,474.0,75.75,105.5,30.2,38.2,150.5,29.5,10.625,273.937,21.3,16.625,354.0,13.1,131.5755,73.6,33.937,20.6287,201.288,232.5,7.1,107.5,47.4,125.7,67.6,159.2,324.9,39.9,17.6449,714.615,30.0,605.047,49.0,318.0,336.4486
130.062,15.0,116.25,28.0,479.5,0.7492,690.0,66.25,208.234,317.6,332.0,98.4,40.25,22.0,326.875,49.4,142.4,107.8,254.4,72.5,16.2,38.5,46.875,58.7,478.125,232.2,35.7,383.812,207.0,17.5,58.0,138.2,65.1,32.0,476.0,75.5,103.7,30.5,35.4,150.0,29.25,9.281,281.75,21.6,15.25,350.9,13.1,130.0755,65.2,33.25,22.5657,187.012,225.5,6.9,113.9,52.0,125.4,67.6,159.8,323.6,38.4,17.6449,705.811,30.0,592.936,49.0,316.0,336.4486
131.688,14.5,117.75,27.5,482.5,0.7492,703.5,75.0,209.743,318.0,323.0,92.4,38.5,21.5,329.0,48.8,143.7,119.2,247.3,69.2,15.5,39.0,46.375,63.5,485.625,241.6,38.1,384.81300000000016,205.0,17.5,55.875,139.9,58.6,32.5,476.0,75.25,102.4,30.8,35.5,147.5,29.25,9.969,264.938,21.5,14.75,358.3,13.1,132.0755,69.0,32.063,21.3167,174.65,239.5,7.1,139.0,57.5,125.9,67.4,162.6,316.2,41.0,17.6449,704.2489999999997,30.0,601.196,49.0,315.0,336.4486
141.312,15.3,129.75,28.0,482.5,0.7492,735.75,76.75,217.32,346.6,342.0,89.8,39.5,22.5,338.5,48.1,144.4,140.9,250.8,75.9,15.4,39.5,50.5,66.7,495.375,252.3,47.7,398.875,204.5,18.063,69.125,145.9,55.6,35.5,482.0,75.0,102.5,38.1,35.3,158.0,42.0,14.0,269.25,21.2,13.375,384.8,12.8,133.0755,70.5,31.687,25.6907,186.65,255.0,7.1,148.8,54.8,131.5,70.9,176.3,327.5,44.4,17.6449,710.867,40.0,595.875,49.0,314.0,336.4486
148.187,18.8,140.5,30.5,502.0,0.7492,774.75,96.5,232.953,393.2,360.0,84.2,41.0,28.5,345.125,49.4,147.9,177.3,266.7,107.9,14.9,42.0,62.125,72.3,492.25,269.9,51.1,400.812,214.0,18.187,72.5,151.1,58.8,45.5,494.0,79.25,104.5,43.3,34.7,162.75,54.5,12.094,269.125,22.2,13.25,413.2,19.8,135.5755,108.3,30.75,24.1287,197.713,285.0,11.1,182.5,61.3,143.0,75.4,213.4,354.5,46.4,17.6449,709.225,40.0,613.96,54.0,320.0,336.4486
150.251,21.9,144.75,32.0,533.5,0.7492,858.75,90.5,236.602,445.6,426.0,95.2,43.75,29.5,347.75,51.9,168.8,241.0,300.5,129.1,16.3,39.0,71.875,74.7,510.0,283.5,53.0,406.625,241.5,17.375,72.875,156.8,65.9,54.5,499.0,85.25,112.6,44.8,37.6,175.25,61.25,14.125,271.25,24.3,14.625,441.5,30.3,133.5755,115.9,30.813,24.9417,204.3,344.0,12.2,192.2,64.6,169.3,82.0,238.2,439.6,42.9,17.6449,747.187,40.0,681.6110000000001,78.0,384.0,336.4486
173.687,30.0,166.25,35.0,593.5,0.7492,914.75,101.75,243.101,507.2,437.0,101.6,49.75,30.5,363.375,58.6,186.5,292.8,319.1,131.4,18.3,42.0,89.375,78.6,546.25,302.7,69.5,454.93800000000016,248.5,21.375,78.0,166.4,76.8,63.0,539.0,91.75,117.5,59.3,45.4,200.0,68.75,26.593000000000004,298.25,21.9,18.625,478.0,33.1,131.5755,125.0,36.75,28.3787,218.325,387.0,11.5,209.5,71.4,200.6,90.0,245.2,476.5,57.7,17.6449,832.058,50.0,761.1210000000003,98.0,457.0,336.4486
182.75,30.0,175.75,41.0,632.5,0.7492,986.25,113.0,253.11,562.6,445.0,106.4,69.0,36.5,392.125,60.3,198.3,326.6,338.8,120.1,20.2,50.5,102.875,90.8,585.75,310.7,77.8,484.187,258.5,22.0,81.75,177.0,78.1,71.5,560.0,91.75,135.8,66.4,56.0,212.5,72.5,26.469,299.0,20.2,21.5,505.0,34.0,135.5755,136.1,39.937,33.6907,215.362,422.0,11.9,231.7,68.4,216.4,98.0,255.8,493.0,52.5,17.6449,912.997,60.0,785.3530000000003,104.0,513.0,336.4486
197.313,33.3,186.75,40.5,646.5,0.7492,1045.75,107.0,287.648,584.8,469.0,111.2,85.75,40.5,417.875,60.6,204.5,332.7,348.4,112.6,21.3,54.5,115.875,85.9,605.375,322.8,81.8,524.813,306.0,25.0,89.875,189.4,84.1,79.0,610.0,101.0,137.8,74.7,56.6,220.0,76.75,23.875,296.562,19.6,22.25,554.1,34.7,136.5755,101.1,44.313,41.8167,191.9,427.0,12.1,251.0,61.5,228.2,102.4,256.1,491.4,57.8,17.6449,956.49,60.0,810.705,106.0,532.0,336.4486
191.75,40.4,189.5,41.0,660.5,0.7492,1064.75,102.0,310.281,585.4,482.0,112.8,90.75,40.0,446.625,60.6,201.1,321.6,349.8,116.7,20.5,57.0,124.75,87.6,628.5,332.0,81.5,539.437,290.5,31.188,86.25,194.2,77.5,81.0,607.0,100.5,150.8,59.1,66.1,224.75,78.0,25.031,309.688,20.1,23.875,560.8,34.0,138.0755,93.4,44.5,44.8787,185.625,417.0,11.4,261.5,64.1,226.4,103.9,248.0,489.4,53.3,17.6449,962.95,50.0,842.548,107.0,525.0,336.4486
190.437,37.9,187.5,42.5,655.5,0.7492,1075.5,109.0,316.633,587.8,491.0,114.0,92.75,40.5,433.125,66.0,199.4,317.3,348.1,124.8,19.6,61.0,124.5,87.9,635.75,327.2,83.3,546.688,335.5,35.687,89.875,189.9,78.5,81.0,596.0,101.75,164.2,58.3,70.7,244.5,77.5,21.657,304.187,19.8,26.875,554.6,35.1,138.0755,103.3,49.437,43.6287,184.125,447.5,11.3,264.9,68.6,217.1,100.2,263.3,487.7,52.8,17.6449,952.438,60.0,843.669,104.0,528.0,336.4486
193.875,35.0,181.0,44.5,644.0,0.7492,1077.0,112.5,320.336,552.8,492.0,113.6,94.25,41.5,445.375,67.0,189.6,312.6,347.3,120.0,18.7,62.5,133.625,85.4,648.0,325.7,81.9,545.812,324.5,33.688,84.25,188.1,75.1,87.0,592.0,102.5,152.2,64.2,70.1,232.0,74.5,18.437,305.438,19.5,25.125,554.1,33.4,137.5755,97.1,46.125,43.7537,191.563,424.5,11.3,245.3,60.9,221.9,101.4,253.1,497.5,53.4,17.6449,943.184,50.0,835.158,106.0,510.0,336.4486
198.813,31.8,188.0,48.0,642.5,0.7492,1085.75,114.75,314.156,532.8,493.0,114.2,100.5,39.5,445.5,70.0,189.3,300.8,344.9,117.7,20.2,62.0,132.5,80.6,660.0,323.7,80.5,558.25,304.5,30.5,90.0,184.2,80.1,88.5,593.0,101.0,148.0,63.0,59.7,232.75,72.5,18.438,330.5,20.0,24.75,550.0,33.1,138.0755,99.2,44.5,45.0657,187.425,375.0,11.9,237.4,61.7,202.2,100.1,250.5,482.4,54.6,17.6449,950.6,60.0,865.3610000000001,103.0,515.0,336.4486
205.062,30.4,188.5,44.0,632.0,0.7492,1093.75,119.25,319.774,519.4,505.0,114.8,102.5,41.0,433.0,68.3,178.2,295.5,336.6,135.4,25.9,62.0,129.0,74.7,636.875,312.9,78.5,534.563,297.5,33.0,87.5,175.5,81.8,85.5,586.0,104.5,154.8,64.1,55.2,230.25,74.0,19.906,312.375,19.7,22.0,522.2,31.5,137.5755,119.7,45.813,43.5667,202.825,366.0,11.3,213.4,58.3,199.9,97.3,232.8,437.2,58.5,17.6449,953.144,50.0,828.602,103.0,512.0,336.4486
208.062,34.5,178.25,45.0,607.5,0.7492,1061.5,118.75,303.5,486.6,501.0,117.4,105.75,40.5,424.125,69.6,167.9,276.3,327.2,145.5,26.3,70.0,116.75,91.7,614.75,294.4,74.0,526.687,302.0,36.812,91.875,168.9,81.1,74.0,571.0,101.5,151.6,62.5,60.9,215.5,77.0,20.531,315.0,19.7,24.0,492.6,28.6,138.5755,125.2,46.625,44.0037,209.037,337.0,11.0,202.7,56.2,191.4,88.0,229.0,407.8,47.8,17.6449,946.882,50.0,788.7739999999999,102.0,492.0,336.4486
193.625,42.2,176.5,41.5,578.5,0.7492,1007.75,108.75,297.398,440.2,480.0,109.4,93.0,39.0,414.875,68.0,160.1,233.9,306.5,170.6,22.4,55.5,100.375,95.8,581.625,274.1,57.5,501.75,270.0,32.125,81.625,158.3,84.6,65.0,557.0,95.0,138.6,57.3,68.6,198.0,74.0,16.438,319.062,18.5,25.5,461.3,17.1,138.5755,138.4,50.75,39.8787,205.75,294.5,11.0,188.3,56.1,166.1,81.9,214.3,371.7,41.1,17.6449,904.782,60.0,743.928,94.0,468.0,336.4486
196.063,50.6,167.75,38.5,525.0,0.7492,931.0,101.25,276.594,393.8,456.0,108.6,78.75,38.5,393.0,69.9,152.1,183.0,287.4,166.5,15.6,48.5,95.875,98.9,532.875,244.6,40.6,478.375,248.5,25.813,76.625,146.4,86.6,64.5,545.0,93.0,131.0,44.5,79.0,164.5,68.75,16.906,301.688,17.8,27.0,433.1,12.3,135.5755,136.7,52.875,33.5037,220.35,254.5,9.9,178.7,59.1,150.8,77.0,187.8,368.7,37.3,17.6449,814.5219999999997,40.0,702.471,79.0,401.0,336.4486
177.375,44.9,138.75,38.0,557.5,0.7492,777.0,100.75,262.648,342.8,354.0,107.2,69.75,36.0,390.375,67.6,146.2,134.7,272.7,148.4,14.8,47.5,91.75,85.7,501.625,228.1,32.6,442.0,222.5,19.062,72.75,143.1,84.7,65.5,530.0,84.25,123.3,41.7,72.3,147.25,63.0,14.875,295.25,17.7,28.375,418.1,11.9,134.0755,96.8,53.437,26.2537,218.163,245.0,9.6,174.5,46.5,129.5,75.0,171.2,337.0,35.3,17.6449,781.115,40.0,692.512,73.0,362.0,336.4486
161.563,42.6,120.0,32.0,539.0,0.7492,756.75,75.75,243.524,314.8,361.0,112.6,65.5,35.5,355.375,66.0,144.8,120.1,260.9,134.1,14.6,44.0,72.875,86.3,486.75,222.3,30.9,425.5,211.5,18.313,67.125,143.2,89.8,50.0,515.0,81.75,120.7,36.8,68.1,141.75,61.25,10.625,309.687,17.3,30.375,402.7,11.8,133.5755,87.5,45.5,23.4407,226.187,238.5,8.2,142.3,46.4,125.4,71.2,155.8,334.5,36.3,17.6449,757.738,40.0,644.122,67.0,326.0,336.4486
151.437,36.4,114.5,28.5,515.0,0.7492,744.0,70.5,216.742,296.4,347.0,118.0,62.75,33.0,345.0,66.5,146.2,108.6,250.0,123.7,14.3,43.5,61.625,92.7,461.5,219.2,29.8,398.0,204.5,19.625,64.0,140.2,98.6,39.5,502.0,80.5,111.4,34.0,62.6,134.25,55.75,9.875,286.125,17.2,28.625,386.8,11.8,131.5755,90.0,43.813,21.7537,211.375,236.0,7.0,107.5,44.9,126.6,69.4,169.6,326.9,34.3,17.6449,727.173,40.0,603.5930000000002,58.0,306.0,336.4486
139.75,35.1,110.75,28.0,503.5,0.7492,721.0,66.0,227.258,283.6,351.0,112.4,42.0,31.0,339.75,61.0,142.6,111.9,249.4,116.3,14.4,41.0,59.125,93.3,473.0,217.2,28.1,384.0,195.5,18.125,60.25,136.0,88.4,38.0,492.0,76.0,108.4,35.0,60.3,129.25,42.0,15.187,285.625,17.1,26.125,376.7,11.2,131.5755,90.3,38.95,23.0037,199.4,224.0,6.9,106.9,44.6,125.9,68.0,161.9,333.7,35.3,17.6449,716.408,40.0,614.661,49.0,309.0,336.4486
102.062,33.2,110.25,28.0,470.0,0.7492,712.75,55.5,221.265,281.0,346.0,123.2,37.0,26.0,324.625,61.7,141.2,101.1,236.6,105.6,13.8,40.5,53.875,89.8,462.125,206.3,27.4,371.93800000000016,186.0,20.562,60.5,132.1,79.4,35.5,489.0,56.5,106.3,32.5,51.1,117.0,32.75,9.126,276.0,17.0,24.25,361.7,10.0,130.0755,87.3,39.162,19.9407,178.46200000000005,215.0,8.4,103.3,44.5,122.6,65.8,157.3,300.9,29.6,17.6449,713.8660000000001,30.0,633.345,49.0,298.0,336.4486
130.687,26.8,111.0,27.5,476.5,0.7492,712.25,77.75,218.235,292.6,340.0,116.0,37.25,30.0,324.25,56.7,141.8,100.2,231.4,100.9,14.5,38.0,56.5,89.2,461.875,212.6,27.6,372.25,198.0,18.438,58.125,128.8,73.6,37.5,484.0,74.5,104.2,35.8,45.7,123.75,32.25,9.562,285.0,17.4,25.375,362.0,10.8,131.0755,83.2,38.1,21.1287,191.088,232.0,6.8,105.1,44.2,124.1,66.4,159.5,311.4,33.8,17.6449,705.082,30.0,621.99,48.0,292.0,336.4486
129.688,21.8,116.5,26.5,478.5,0.7492,705.75,71.5,213.75,289.0,345.0,117.0,35.25,27.5,325.875,54.3,141.1,101.5,235.0,89.9,14.2,38.0,55.75,73.7,462.0,213.6,27.7,372.0,200.0,19.187,59.25,127.0,67.6,37.0,479.0,74.5,103.3,31.9,43.6,120.5,32.75,7.9060000000000015,285.313,17.3,22.25,360.7,11.0,133.0755,76.2,33.687,21.3787,179.975,222.5,7.0,106.2,44.6,120.9,65.6,157.9,312.5,35.8,17.6449,697.887,30.0,618.012,48.0,291.0,336.4486
130.812,18.5,113.25,26.5,477.5,0.7492,701.75,64.5,210.164,290.4,341.0,116.4,34.5,25.5,322.25,52.4,141.2,101.1,235.0,83.8,14.3,35.0,55.125,66.3,451.5,214.2,28.2,374.187,205.0,18.938,56.375,124.3,61.6,36.5,478.0,76.75,101.2,32.4,42.0,125.0,30.5,8.719,290.375,17.2,16.875,366.4,10.9,129.5755,72.3,32.688,21.0667,174.812,222.0,6.9,106.7,45.2,121.3,65.5,155.9,320.1,34.8,17.6449,691.796,30.0,599.15,48.0,286.0,336.4486
128.688,17.1,114.5,26.5,486.0,0.7492,702.0,62.75,218.805,291.4,340.0,116.6,35.75,24.5,321.75,52.5,141.4,101.7,238.8,79.0,14.4,37.5,55.375,62.5,462.5,215.1,27.5,374.18800000000016,211.0,19.562,59.25,129.4,56.5,37.0,483.0,74.5,100.9,32.0,39.9,131.0,31.25,9.938,281.687,17.3,16.875,361.4,10.8,131.5755,69.2,31.187,21.3157,168.338,217.0,7.1,111.6,44.8,119.4,65.4,154.6,307.7,34.0,17.6449,684.8510000000001,30.0,596.121,49.0,286.0,336.4486
129.25,16.4,111.0,26.0,492.0,0.7492,710.5,70.75,214.171,289.2,335.0,115.2,36.5,24.0,321.875,50.6,142.8,100.1,241.8,73.7,14.5,36.5,54.625,56.7,461.625,219.8,27.0,368.062,215.5,20.375,59.0,131.7,50.8,36.5,483.0,75.5,95.5,29.4,36.5,133.0,31.5,8.593,279.5,17.2,15.5,361.3,10.8,131.5755,64.0,30.313,21.8787,168.787,217.5,6.9,130.3,44.2,121.5,65.3,153.4,313.0,32.8,17.6449,676.675,30.0,591.495,48.0,283.0,336.4486
131.438,16.2,116.0,26.5,493.5,0.7492,703.5,70.25,215.688,294.0,347.0,115.0,36.75,24.5,324.125,50.0,141.5,99.7,238.8,70.2,14.1,38.0,52.875,61.4,451.75,217.4,27.4,367.56300000000016,212.5,18.563,61.625,133.9,49.1,35.0,481.0,72.75,92.4,29.9,34.8,129.25,32.0,9.907,280.875,17.2,14.25,364.0,11.1,131.5755,66.3,32.125,23.0037,164.3,205.0,7.0,129.9,45.0,123.6,66.4,152.9,326.7,34.6,17.6449,682.309,30.0,593.679,49.0,283.0,336.4486
131.562,17.5,127.5,25.5,491.0,0.7492,735.75,69.0,207.656,300.2,349.0,109.0,37.25,26.0,323.125,50.4,142.2,109.8,236.0,71.4,14.2,42.5,55.125,67.3,461.5,217.1,30.4,369.125,219.5,20.0,60.375,142.4,48.6,37.0,478.0,75.75,96.8,30.4,34.3,132.0,46.75,12.406,277.938,17.6,14.875,380.5,16.1,129.5755,73.1,31.875,21.6287,159.175,199.5,6.9,146.5,45.0,122.6,66.2,148.1,325.2,38.3,17.6449,685.5360000000003,30.0,598.025,48.0,292.0,336.4486
134.0,21.7,122.0,28.5,494.0,0.7492,802.75,72.0,210.719,313.6,421.0,102.0,39.5,26.5,327.25,50.3,142.2,136.6,237.7,74.5,13.9,44.5,57.375,66.2,463.75,216.9,35.5,374.875,218.0,20.937,62.375,149.7,51.9,39.0,485.0,75.25,100.8,33.4,35.8,138.0,51.0,11.594,293.812,18.6,15.375,383.2,29.1,130.0755,71.0,33.5,21.4417,176.35,201.5,6.9,152.7,47.1,135.2,67.9,153.6,319.3,33.1,17.6449,706.179,40.0,655.7819999999998,49.0,322.0,336.4486
140.625,28.1,122.75,30.0,500.0,0.7492,832.75,72.25,217.914,316.2,432.0,103.2,41.75,25.5,330.875,52.4,142.1,148.0,241.0,81.2,17.1,40.5,57.625,80.3,471.25,220.8,34.7,372.937,218.0,19.063,64.0,148.0,59.3,38.0,483.0,77.25,101.5,43.5,41.9,140.75,50.75,14.5,287.063,19.9,16.5,389.3,32.1,131.0755,69.5,36.75,23.8787,190.35,209.5,6.9,151.9,45.4,136.3,67.6,154.9,319.8,35.5,17.6449,733.72,40.0,682.8939999999999,51.0,361.0,336.4486
154.313,33.7,124.75,30.0,503.5,0.7492,832.25,76.75,219.344,330.4,424.0,103.6,37.0,25.0,341.25,54.8,142.0,149.4,247.9,91.7,18.8,40.5,58.375,80.1,480.125,233.3,36.1,384.93800000000016,226.5,21.062,65.75,151.3,65.5,39.5,491.0,75.5,99.7,42.0,46.2,152.0,56.25,8.375,280.062,19.6,18.75,395.2,32.0,133.0755,77.5,38.687,23.7537,191.388,206.5,7.7,168.1,44.2,127.5,68.2,154.8,311.6,35.5,17.6449,746.6080000000003,40.0,707.9680000000003,55.0,363.0,336.4486
154.125,36.9,121.0,30.5,505.5,0.7492,836.25,84.0,226.554,327.0,426.0,107.0,40.5,22.5,347.875,55.6,142.0,151.3,249.9,105.7,19.1,42.0,60.375,75.8,477.0,232.1,36.2,394.625,230.0,24.75,71.125,152.5,70.7,40.0,505.0,78.5,99.5,44.9,52.0,160.75,56.75,8.718,279.5,18.7,19.875,404.2,31.1,133.5755,83.0,40.0,23.8787,197.387,205.0,13.4,170.5,44.1,137.0,67.5,153.3,310.8,32.3,17.6449,760.84,30.0,718.982,56.0,371.0,336.4486
128.312,44.2,127.0,32.0,512.0,0.7492,867.0,87.75,231.704,324.6,430.0,105.6,45.5,22.5,349.625,58.3,140.8,148.1,249.1,114.6,22.6,41.5,64.75,85.1,475.5,233.5,36.7,402.375,233.0,25.0,69.875,152.5,77.2,39.5,509.0,80.0,98.5,48.3,59.8,166.0,64.0,9.563,281.063,19.4,21.375,405.8,30.0,132.0755,83.5,40.25,23.9407,189.313,204.0,13.0,168.8,44.7,126.9,69.3,155.8,314.9,31.2,17.6449,761.188,40.0,743.617,56.0,367.0,336.4486
154.375,45.5,128.0,34.0,490.0,0.7492,859.0,88.0,228.281,323.0,427.0,110.6,50.25,22.5,360.75,63.9,141.4,148.3,243.8,119.6,13.8,40.5,65.25,97.1,476.375,225.9,37.2,404.0,242.5,23.875,69.0,151.3,82.9,40.5,511.0,82.75,100.5,52.6,60.3,155.5,62.75,8.656,286.375,18.3,22.5,403.2,24.7,132.5755,88.1,43.938,21.8167,214.775,203.5,13.0,171.5,43.6,123.1,69.0,157.8,315.3,35.1,17.6449,762.2139999999997,40.0,734.221,60.0,378.0,336.4486
159.812,40.7,127.25,35.0,519.0,0.7492,858.75,94.25,228.336,326.0,432.0,120.4,53.75,23.0,368.375,64.4,142.9,152.3,239.5,114.8,13.2,39.0,62.75,88.2,477.75,221.9,37.6,397.625,244.5,23.313,69.875,147.0,84.4,40.5,512.0,84.5,98.7,55.1,57.1,147.25,65.5,11.625,307.312,17.4,26.375,407.6,15.8,132.5755,89.6,45.187,22.2537,207.6,203.5,13.9,166.3,44.1,122.5,68.4,158.1,312.8,32.1,17.6449,757.944,30.0,727.352,61.0,360.0,336.4486
159.375,40.6,135.25,34.5,521.5,0.7492,864.75,87.25,233.406,331.2,432.0,121.4,56.75,22.5,362.0,61.9,141.2,145.5,240.5,117.2,13.3,40.5,66.375,89.3,484.375,217.4,38.0,398.687,226.0,25.062,68.0,145.6,80.9,41.5,508.0,83.5,99.2,54.7,57.8,158.25,64.25,11.188,291.625,17.4,24.875,410.3,13.9,132.5755,92.4,46.188,22.3787,192.7,202.5,14.1,165.5,44.2,122.9,69.6,155.6,313.2,35.0,17.6449,759.4730000000003,40.0,726.535,59.0,356.0,336.4486
162.126,37.5,130.0,34.0,525.5,0.7492,865.75,90.5,236.023,329.6,428.0,124.6,59.25,22.5,366.75,61.2,142.3,143.8,240.2,112.7,13.3,42.5,68.875,88.3,481.5,215.6,38.7,399.625,208.5,26.313,69.125,147.5,82.3,42.0,509.0,83.75,101.0,55.0,54.2,136.25,64.75,9.656,291.75,17.4,22.375,415.5,11.2,137.0755,92.3,47.937,23.3787,190.9,207.5,12.5,163.4,45.9,124.3,70.3,151.4,303.9,38.6,17.6449,755.5419999999997,40.0,741.145,56.0,371.0,336.4486
158.875,39.2,129.0,34.5,529.5,0.7492,865.25,96.75,235.75,322.4,435.0,124.0,59.75,24.5,357.25,68.3,143.4,129.8,242.1,125.5,13.7,43.0,69.0,92.2,477.125,213.2,37.6,395.81300000000016,207.0,27.812,67.625,135.3,87.3,42.5,511.0,85.5,102.2,48.0,57.0,129.75,63.25,8.625,293.25,17.4,23.875,415.8,10.6,135.5755,92.0,50.063,23.8787,193.4,210.0,7.0,164.7,43.8,122.4,68.8,158.7,286.6,36.5,17.6449,754.547,30.0,719.113,54.0,338.0,336.4486
161.312,49.0,125.25,32.0,523.0,0.7492,856.5,98.75,235.93,312.4,440.0,128.0,42.5,23.5,356.625,69.8,144.2,122.8,243.4,148.7,13.1,39.0,70.25,92.0,475.25,212.2,36.9,395.562,203.0,22.875,72.625,138.7,85.2,42.5,512.0,85.25,102.5,45.8,68.3,127.0,64.75,11.531,291.438,17.3,25.25,409.4,10.6,136.0755,93.6,51.5,24.3787,204.187,210.5,7.1,145.3,44.0,121.3,69.5,151.5,293.2,34.2,17.6449,751.7130000000003,40.0,698.317,52.0,324.0,336.4486
161.0,51.1,116.5,31.5,519.0,0.7492,844.25,97.0,242.797,314.8,426.0,128.0,37.5,24.0,351.5,76.6,143.8,116.9,243.7,152.8,13.3,38.5,67.0,101.1,471.75,210.4,33.3,389.81300000000016,182.5,18.688,65.625,129.1,87.1,40.5,511.0,82.25,103.5,37.4,77.1,115.0,62.5,12.969,282.5,17.4,29.625,403.3,10.6,134.5755,98.2,55.25,23.3787,201.675,209.5,6.9,131.6,45.0,119.9,69.6,152.9,298.0,34.9,17.6449,749.2739999999999,40.0,675.3689999999998,51.0,320.0,336.4486
